ID,Gene Description,Gene Accession Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,Cluster_assignments
50,AFFX-M27830_5_at (endogenous control),AFFX-M27830_5_at,2.359032059,-0.189105286,-0.166896143,-0.166631497,0.303381106,4.939589483,-0.120819747,0.008085628,12.67619688,6.199416659,12.69217723,7.277156875,-0.110877357,-0.117796031,-0.129038268,-0.217983458,-0.16794915,-0.175692634,-0.080058887,-0.112990333,-0.125791844,0.528529909,0.244005959,-0.217066788,-0.287318343,-0.172062682,-0.180402487,-0.188519519,-0.233836155,-0.175441267,-0.073690512,0.12153795,-0.200052396,-0.176768868,7
51,AFFX-M27830_M_at (endogenous control),AFFX-M27830_M_at,10.96477425,0.651373587,0.832006669,0.112847429,0.908883792,5.376627308,0.084973841,0.317854771,3.979817407,4.953184455,6.273705252,7.366884478,0.493187869,0.302137211,0.362972943,0.203890457,0.555182713,-0.035213822,0.515376836,0.308759631,0.650833626,1.205429148,0.654716169,0.087595166,0.048424768,0.177237896,0.156249565,-0.027151385,-0.053901898,0.426235113,0.527624325,0.833307057,-0.100923281,0.919189562,7
52,AFFX-M27830_3_at (endogenous control),AFFX-M27830_3_at,-0.051012328,-0.07976059,0.091767112,-0.103841077,0.086778519,0.088181832,-0.242850242,0.048145402,-0.137176737,-0.143618187,-0.197318096,-0.141030356,0.047608573,0.05808087,-0.420052418,0.09414482,-0.208912689,-0.041375173,0.069818231,-0.051159116,-0.225599133,0.096633643,-0.250293021,-0.477022912,0.023673195,0.051637453,0.249619361,-0.079921059,0.000807843,-0.451703943,-0.15205227,0.153690141,0.012631339,-0.047810467,1
53,AFFX-HSAC07/X00351_3_st (endogenous control),AFFX-HSAC07/X00351_3_st,0.016090552,0.031753644,0.183876465,0.160863632,0.191387723,1.422730072,0.468923448,0.221473335,0.441240389,0.006672688,0.171389109,0.772752164,0.061465266,0.132340006,0.171018694,-0.04773167,0.160177158,0.120873748,0.120320303,0.553412778,1.130766333,0.04323556,0.049099451,0.04495905,0.147830278,0.099661152,0.233623738,0.38697584,0.157642432,0.172005657,0.248688948,1.615810982,0.172051669,0.290188377,7
54,AFFX-HUMGAPDH/M33197_5_st (endogenous control),AFFX-HUMGAPDH/M33197_5_st,-0.206238266,-0.25853049,-0.199702214,-0.259380744,-0.293916936,-0.350911674,-0.183748365,-0.123596004,-0.234364515,-0.201454844,-0.172737616,-0.166848204,-0.227360186,-0.23635009,-0.37689354,-0.237178512,-0.25949012,-0.190890634,-0.213237738,-0.191615213,-0.169847405,-0.268515018,-0.163489297,-0.043624725,-0.2589738,-0.201205268,-0.178170539,-0.138426567,-0.231404611,-0.243235789,-0.231226067,-0.195563024,-0.281796927,-0.34106864,1
55,AFFX-HUMGAPDH/M33197_M_st (endogenous control),AFFX-HUMGAPDH/M33197_M_st,-0.127412594,-0.117510545,-0.250593684,-0.126412797,-0.269303006,-0.247305341,-0.146756542,-0.174364827,-0.095647158,-0.168525945,-0.204098919,-0.078390331,-0.191852409,-0.199437654,-0.283588156,-0.204630376,-0.16167922,-0.169531283,-0.253965216,-0.165661369,-0.091483088,-0.183313664,-0.067844454,-0.070117068,-0.216656594,-0.137994588,-0.253684757,-0.203815077,-0.280846006,-0.232642895,-0.189000042,-0.140100496,-0.398310626,-0.233540643,7
56,AFFX-HUMGAPDH/M33197_3_st (endogenous control),AFFX-HUMGAPDH/M33197_3_st,-0.263639525,-0.038105468,-0.187505085,-0.201925458,-0.200794233,-0.126431286,-0.162488697,-0.135098316,-0.150449077,-0.195966694,-0.185875459,-0.050033023,-0.185357084,-0.166433594,-0.288520599,-0.291842689,-0.215182618,-0.147761174,-0.155811995,-0.127875625,0.149068074,-0.005058296,-0.050162214,-0.126413299,-0.259772238,-0.083403546,-0.20904581,-0.138426567,-0.171426525,-0.179254709,-0.176819458,-0.023146905,-0.106841438,-0.262490488,1
57,AFFX-HSAC07/X00351_5_st (endogenous control),AFFX-HSAC07/X00351_5_st,-0.35620916,-0.296280444,-0.351535441,-0.290570756,-0.351349441,-0.290474646,-0.278566485,-0.320721822,-0.317851813,-0.392273597,-0.268092928,-0.223139577,-0.315696606,-0.345784606,-0.403199904,-0.390738948,-0.264924059,-0.353550312,-0.431129744,-0.300010679,-0.260297761,-0.306600416,-0.300928526,-0.121032042,-0.300891786,-0.273856505,-0.308739457,-0.292529312,-0.351360783,-0.333487246,-0.256805294,-0.278756815,-0.274029347,-0.30196755,7
58,AFFX-HSAC07/X00351_M_st (endogenous control),AFFX-HSAC07/X00351_M_st,-0.157325926,0.057354187,-0.071001473,-0.238040209,-0.253714184,0.189321348,-0.148457316,-0.018885308,-0.156443037,-0.245782209,-0.171890013,-0.054265457,-0.181892911,-0.192055167,-0.260159051,-0.296850095,-0.17505507,-0.131330904,-0.02752044,-0.108410242,-0.191680249,-0.12206292,-0.146208926,-0.053559353,-0.212265186,-0.110083378,-0.082568797,-0.124278177,-0.074975279,-0.179254709,-0.183721789,-0.016314564,-0.058756419,-0.145563191,7
59,GB DEF = GABAa receptor alpha-3 subunit,A28102_at,-0.137922684,-0.042444543,-0.213581706,-0.209722961,-0.201614698,-0.209891943,-0.129323614,-0.003416683,-0.095647158,-0.02456755,-0.18629926,-0.114789264,-0.197914713,-0.242429786,-0.217411209,-0.239264931,-0.149139361,-0.108739282,-0.069469742,-0.097723366,-0.17959421,-0.253594965,-0.058199596,-0.069289183,-0.219051908,-0.13717367,0.202376476,-0.060801612,-0.17669487,-0.101714725,-0.122818868,-0.133670058,-0.139021411,-0.112101681,7
60,Osteomodulin,AB000114_at,-0.25070403,-0.227289148,-0.240920098,-0.323402348,-0.296788562,-0.219348077,-0.221165381,-0.156913044,-0.212957516,-0.11871043,-0.199860905,-0.221446604,-0.229958316,-0.286290445,-0.294275116,-0.29851923,-0.239844341,-0.213482256,-0.197761297,-0.160699604,-0.253669933,-0.272441348,-0.250293021,-0.272949076,-0.265760522,-0.177809107,-0.140227435,-0.183166074,-0.215599575,-0.235608905,-0.200774607,-0.263082623,-0.274769117,-0.2609866,4
61,mRNA,AB000115_at,-0.133880342,-0.172182893,-0.195916898,0.234324319,-0.255765344,-0.11286379,-0.188000298,-0.164449041,-0.133751618,0.023137138,-0.178247034,-0.12917954,-0.173665499,-0.20117471,-0.260570087,0.28233981,-0.042132566,-0.183907769,-0.171288436,-0.144287615,-0.194799227,-0.26223289,-0.181171537,-0.188918673,-0.166355011,-0.150308357,0.110494645,-0.141485679,-0.209115457,-0.19111875,-0.172353244,-0.158186103,-0.167132653,-0.110597793,1
62,Semaphorin E,AB000220_at,-0.195728177,-0.199519067,-0.237134783,-0.222034808,-0.289404383,-0.207836262,-0.218614221,-0.211251549,-0.156014897,-0.138552203,-0.215965357,-0.199437946,-0.230391338,-0.256760496,-0.304962076,-0.304361203,-0.224378515,-0.2282695,-0.157848369,-0.200393719,-0.231447216,-0.270478183,-0.239844424,-0.252665875,-0.239811292,-0.192175171,-0.183750408,-0.210315689,-0.216410089,-0.191542466,-0.169511107,-0.263082623,-0.237040872,-0.265122292,4
63,MNK1,AB000409_at,-0.340444025,-0.150487516,-0.304429288,-0.267999037,-0.308275062,-0.392847571,-0.187149912,-0.170398512,-0.175709337,-0.155860983,-0.227831796,-0.208749301,-0.258537746,-0.260234608,-0.260570087,-0.258459986,-0.215182618,-0.293990581,-0.269441658,-0.219477428,-0.207665011,-0.347434245,-0.247881806,-0.267153875,-0.130824527,-0.225832806,-0.24550095,-0.230582303,-0.34406615,-0.267811303,-0.207676938,-0.124828206,0.058497049,-0.100822521,4
64,VRK1,AB000449_at,-0.175112232,-0.198651252,-0.134931253,-0.119436083,0.033448337,-0.169189455,-0.090205825,-0.076000234,-0.120907418,-0.10773413,-0.183332651,-0.204516867,-0.222596948,-0.227664811,-0.159455001,-0.151218051,-0.20347875,-0.181853985,-0.119971815,-0.133600738,-0.249381339,-0.252809699,-0.223769661,-0.231140846,-0.195098773,-0.177809107,-0.191934214,-0.13766179,-0.207494428,-0.219507706,-0.158142562,-0.188328781,-0.191914932,-0.220381622,4
65,VRK2,AB000450_at,-0.124178721,-0.052858324,-0.206431665,-0.165810707,-0.148284515,-0.165489229,-0.130174001,-0.17515809,-0.138033017,-0.071850072,-0.205370323,-0.165578474,-0.194017518,-0.227230547,-0.224809874,-0.182097052,-0.176727051,-0.170352796,-0.1460374,-0.207263854,-0.194409355,-0.231214886,-0.143797712,-0.232382674,-0.183122205,-0.170420846,-0.172590671,-0.180106962,-0.180342187,-0.125019091,-0.148398095,-0.148138543,-0.062825152,-0.195191497,1
66,mRNA; clone RES4-22A,AB000460_at,0.804751504,0.622735691,0.201120682,0.398892673,0.603260824,0.931422264,0.843093608,0.127075056,0.255427633,0.453323661,0.100614277,0.308454145,0.313916899,0.401149392,0.482995728,0.445915057,0.377534712,0.329127426,0.587057197,0.262195382,0.04497219,0.691865224,0.418819013,0.554108783,0.444849154,0.403811244,0.51522109,0.359826225,0.703118807,0.356322012,0.202808748,0.775031213,1.06643301,0.440953156,7
67,SH3 binding protein; clone RES4-23A,AB000462_at,-0.167431782,-0.193878269,-0.207272846,-0.138314249,-0.207357948,-0.205369444,0.000360362,-0.154136624,-0.166718397,-0.14066303,-0.20155611,-0.225255794,-0.235587598,-0.234178771,-0.293864079,-0.197953836,-0.161261225,-0.194998202,-0.178619382,-0.20421046,-0.185832166,-0.108713399,-0.181171537,-0.219964388,-0.220648784,-0.176988189,-0.006682588,-0.181254129,-0.205873399,-0.210185959,-0.185751886,-0.164616541,-0.220026173,-0.228277035,7
68,mRNA; clone RES4-24A; exon 1; 2; 3; 4,AB000464_at,0.229930451,0.213994803,-0.03104536,0.002451201,-0.065417617,0.06104684,-0.163339083,-0.043476457,-0.083659239,-0.062140269,-0.117643436,-0.063153569,0.019462165,0.114969447,-0.076836577,-0.1654057,-0.002841008,-0.075878741,0.022574357,-0.139325851,-0.15854111,0.139038004,0.069594775,0.072693223,0.096331038,-0.007468637,0.132442127,0.038237124,0.380939225,0.050399233,-0.012787592,0.109882782,0.105842297,0.026256021,7
69,mRNA; clone RES4-24C; exon 1; 2; 3,AB000466_at,-0.593090409,-0.678552973,-0.792735041,-0.421486729,-0.737377914,-1.04490965,-0.377211345,-0.616212233,-0.396201431,-0.37369832,-0.480417422,-0.485973734,-0.481976927,-0.470418361,-0.638724068,-0.532615438,-0.421672295,-0.585217125,-0.588337808,-0.559930792,-0.517613428,-0.824483302,-0.72289107,-0.931946128,-0.468962951,-0.511101786,-0.623816018,-0.464221947,-0.581141692,-0.450432795,-0.404190362,-0.864328576,-0.897655047,-0.564020046,1
70,mRNA; clone RES4-25; partial cds,AB000467_at,-0.592281941,-0.576150797,-0.549633641,-0.387834347,-0.768965792,-0.820429262,-0.572375099,-0.665791161,-0.45785359,-0.591957822,-0.624086091,-0.535493213,-0.671640417,-0.510370644,-0.423751751,-0.609395656,-0.326369367,-0.409002475,-0.646985375,-0.378635559,-0.511765345,-0.584191925,-0.87278824,-0.712556406,-0.472555921,-0.307103681,-0.525238345,-0.455044612,-0.635851433,-0.481787762,-0.396069972,-0.796808977,-0.708274052,-0.725312041,4
71,Zinc finger protein; clone RES4-26,AB000468_at,-0.278191956,-0.222082258,-0.13955775,0.079195047,0.416194953,-0.317198502,0.085824228,-0.125579162,-0.00702218,-0.114910941,-0.232493611,-0.209172545,-0.019076764,0.138853965,-0.031622515,-0.025198345,0.505023277,-0.089433714,-0.127302761,-0.080166353,-0.141386733,0.694613655,-0.194835086,-0.109027698,-0.109665924,-0.12527036,-0.197886074,-0.101717229,-0.139005938,-0.122476797,0.105770094,-0.06132763,-0.160844612,-0.127140562,7
72,Prostate differentiation factor mRNA,AB000584_at,-0.512243567,-0.341840734,-0.386444466,-0.350078016,-0.480572575,-0.383391437,-0.213937094,-0.181900824,-0.183843996,-0.349212728,-0.225712789,-0.186317401,-0.306603151,-0.232875979,-0.365384506,-0.462929045,-0.219362571,-0.425432745,-0.387144068,-0.206118831,-0.332424122,-0.293643528,-0.310975253,-0.260116847,-0.393111357,-0.36703069,-0.330686939,-0.292529312,-0.721765988,-0.316538615,-0.149210134,-0.268307354,-0.585842197,-0.320014207,4
73,GB DEF = Cadherin FIB1; partial cds,AB000895_at,-0.1759207,-0.615636382,-0.30611165,-0.386192767,-0.569592956,-0.383391437,-0.460549244,-0.417896521,-0.231795675,-0.411271039,-0.291402004,-0.312443937,-0.257238681,-0.314517602,-0.33003533,-0.172499524,-0.115699738,-0.21676831,-0.451086208,-0.364895288,-0.521122278,-0.436561929,-0.764283586,-0.413275709,-0.440219189,-0.332962596,-0.200118021,-0.37627249,-0.09766969,-0.512719012,-0.365212493,-0.839008726,-0.40644809,-0.376785982,4
74,GB DEF = Cadherin FIB2; partial cds,AB000896_at,-0.367931952,-0.179559321,-0.28045562,-0.25240403,-0.332478761,-0.507554582,-0.237322729,-0.288991308,-0.174853057,-0.161349133,-0.264702517,-0.244724991,-0.265899115,-0.319294505,-0.296330301,-0.331901933,-0.297109696,-0.246753554,-0.221790509,-0.251538058,-0.23378645,-0.37452592,-0.320620111,-0.30523662,-0.376344162,-0.20859353,-0.299811668,-0.256202362,-0.272335602,-0.261879282,-0.242594612,-0.245398918,-0.343937566,-0.313998655,1
75,GB DEF = Cadherin FIB3; partial cds,AB000897_at,-0.266469164,-0.239004651,-0.301905744,-0.259380744,-0.331658296,-0.348855993,-0.287920739,-0.240602275,-0.179990736,-0.201032679,-0.204946521,-0.238799583,-0.281487895,-0.331019632,-0.336200884,-0.333988352,-0.266178044,-0.239770689,-0.290619946,-0.264896654,-0.2583484,-0.357642702,-0.298517311,-0.307720277,-0.354387122,-0.20859353,-0.24550095,-0.203815077,-0.34406615,-0.263574145,-0.22919597,-0.396514211,-0.350965377,-0.299335746,1
76,GB DEF = DNA for H4 histone,AB000905_at,-0.113668631,-0.194746084,-0.185402132,-0.247479292,-0.251663023,-0.171245136,-0.202456873,-0.151360204,-0.129898358,-0.165148622,-0.180366041,-0.1638855,-0.218699753,-0.211162781,-0.275778454,-0.236343945,-0.213510637,-0.21553604,-0.187986702,-0.166424717,-0.234566194,-0.235533849,-0.200461254,-0.23031296,-0.239012854,-0.163032585,-0.09893641,-0.167870516,-0.136574394,-0.215694264,-0.204834801,-0.274737792,-0.244068682,-0.223013427,4
77,GLIA MATURATION FACTOR BETA,AB001106_at,-0.190473132,-0.130093863,-0.144184247,-0.162527548,0.045755302,-0.137943101,-0.130599194,-0.151360204,-0.096931578,-0.143196022,-0.180789842,-0.182931453,-0.081864906,0.117140767,-0.166853666,-0.059415616,-0.052582448,-0.134616958,-0.155811995,-0.114135355,-0.109807082,0.073468298,-0.133349116,-0.124757527,-0.183122205,-0.118703017,-0.172590671,-0.116630398,-0.040528405,-0.126713954,-0.07531459,-0.143315715,-0.070592731,-0.191431777,1
78,AQP3 Aquaporin 3,AB001325_at,0.175358832,-0.002958958,0.038352098,0.113668219,0.049447392,0.508774207,-0.038332234,0.132627896,0.080318377,0.105881553,-0.016354905,-0.030563826,-0.028170219,0.062857773,-0.105198126,-0.031457602,0.061112273,0.050223585,0.195666137,0.041969383,-0.08836411,0.189295024,0.204622789,0.230405457,0.000518497,0.018390277,0.320669683,0.073799296,0.365944703,0.050399233,0.031468531,0.24331437,0.351445776,-6.20E-05,7
79,KIAA0316 gene,AB002314_at,-0.259597183,-0.316674098,-0.256481953,-0.23311547,-0.365297334,-0.248127613,-0.178646044,-0.194196398,-0.183415856,-0.187523387,-0.203675117,-0.198168216,-0.196182626,-0.295409988,-0.251527275,-0.303943919,-0.267850026,-0.180621715,-0.214459563,-0.200393719,-0.231057344,-0.317594139,-0.223769661,-0.270879361,-0.257376924,-0.176167271,-0.250336836,-0.180106962,-0.17669487,-0.216965411,-0.189000042,-0.268307354,-0.309908169,-0.310614907,7
80,KIAA0317 gene,AB002315_at,-0.158538629,-0.232496038,-0.123154714,-0.156371624,-0.191358893,-0.229215346,-0.219039414,-0.15017031,-0.122191838,-0.13517488,-0.201132309,-0.176582802,-0.174531543,-0.164262274,-0.172608183,-0.115331645,-0.190938891,-0.153101012,-0.163142941,-0.162607975,-0.150743666,-0.118921857,-0.063825763,-0.097437298,-0.149987035,-0.162211667,-0.243269002,-0.224081691,-0.214383803,-0.227982021,-0.142307803,-0.252231259,-0.218176749,-0.213238154,7
81,KIAA0320 gene; partial cds,AB002318_at,0.263077657,-0.007731941,0.213317812,0.092738079,0.369428486,0.721331644,-0.065969803,0.010862048,0.022519479,-0.072272238,0.069252975,0.091753519,0.123820387,0.232654979,0.1944478,0.143801591,-0.036280631,0.121695261,0.127651249,-0.039327217,-0.111366571,0.209711938,0.098529349,0.098771623,0.081160719,0.121825936,0.256315203,-0.091010339,0.411738782,0.168615931,-0.011569533,0.199105109,0.016330186,-0.08014406,1
82,KIAA0367 gene; partial cds,AB002365_at,-0.151666647,0.010058267,-0.24849073,-0.263895088,-0.31155692,-0.189335131,-0.239023502,-0.198162712,-0.239502195,-0.206942994,-0.239698235,-0.205786597,-0.261135876,-0.274131054,-0.294686153,-0.317297001,-0.23106644,-0.2282695,-0.151331972,-0.208027202,-0.210004244,-0.292465629,-0.198050039,-0.202164844,-0.282128497,-0.16467442,-0.246988915,-0.170547239,-0.268688286,-0.251710104,-0.222293639,-0.348687829,-0.215217671,-0.2515873,1
83,KIAA0368 gene; partial cds,AB002366_at,-0.23534313,-0.34444418,-0.240078917,-0.220393228,-0.29268624,-0.271151243,-0.232645602,-0.23385954,-0.297301094,-0.315017332,-0.252836078,-0.221446604,-0.248578248,-0.256326232,-0.304962076,-0.308951325,-0.261580096,-0.234430851,-0.224641432,-0.212607292,-0.276282522,-0.288146666,-0.278423857,-0.270051476,-0.282128497,-0.209414448,-0.214625679,-0.250084139,-0.25288325,-0.241964641,-0.228383931,-0.292421496,-0.209299515,-0.274897565,7
84,KIAA0382 gene; partial cds,AB002380_at,-0.217961058,-0.235967299,-0.191290401,-0.180584923,-0.293916936,-0.201258082,-0.220740187,-0.135891579,-0.157299317,-0.211164648,-0.238426831,-0.188433618,-0.229958316,-0.234613035,-0.267557715,-0.302692068,-0.247786251,-0.226215716,-0.205906792,-0.22520254,-0.232226961,-0.309348847,-0.244666853,-0.284953419,-0.223443316,-0.185607828,-0.2179736,-0.183930852,-0.181963216,-0.191542466,-0.171541205,-0.257054087,-0.235191448,-0.243691887,4
85,KIAA0384 gene,AB002382_at,0.074704513,0.033055366,-0.179934453,-0.094401995,-0.069109706,0.042545709,-0.068946157,-0.167622092,-0.201825876,-0.145729014,-0.075687099,-0.152881171,-0.187089171,-0.154708467,-0.169319888,-0.104482266,-0.20347875,-0.023712632,0.011985213,-0.142379244,-0.135538649,0.26546582,-0.102003327,-0.18560713,-0.073736222,-0.064111974,0.002245201,-0.160605126,-0.040528405,-0.159763784,-0.103329934,0.183029014,0.053688547,-0.008709377,7
86,GB DEF = SLC,AB002409_at,-0.156517458,-0.183464488,-0.325879411,-0.19453835,-0.350528976,-0.344333494,-0.205433226,-0.248931534,-0.288738294,-0.232272917,-0.196046692,-0.262077971,-0.224762056,-0.262405927,-0.2696129,-0.284331581,-0.243606298,-0.18883685,-0.203870419,-0.13741748,-0.243143383,-0.327409963,-0.244666853,-0.260530789,-0.19629643,-0.135531834,-0.199002048,-0.139956123,-0.288951153,-0.205525086,-0.162608776,-0.192347805,-0.193024586,-0.241060083,1
87,Hunc18b2,AB002559_at,0.255397207,0.239595347,0.188923553,0.040207532,-0.017830685,0.270726323,0.206579143,0.469367975,0.337630512,0.084351118,0.117566333,0.233540061,0.086147502,0.031590769,0.157865513,0.050747305,-0.015798862,0.17509364,0.336175935,0.309904654,0.100723918,0.446862252,0.409174155,0.555350611,0.798157897,0.25891923,1.130494563,0.608761427,0.414170326,0.090228515,0.14718408,0.717559173,0.819719877,0.554872677,1
88,Proteasome subunit p44.5,AB003102_at,-0.048991157,0.003983562,0.111114282,-0.059108033,0.209848171,0.06104684,0.021194836,-0.007382997,-0.119622998,-0.038499007,-0.084163127,-0.150341711,-0.048955259,0.007271987,0.069492571,0.008184358,0.007190879,-0.053697876,-0.021411319,-0.105356849,-0.178424594,0.328679728,0.049099451,0.013499392,-0.080522943,-0.035790306,-0.049461578,-0.104393952,-0.022291825,-0.061461727,0.072070478,-0.021539295,0.043701658,-0.059841571,7
89,Proteasome subunit p55,AB003103_at,-0.215939887,-0.147884071,-0.236714192,-0.198642299,-0.125721746,-0.209891943,-0.176520078,-0.186660401,-0.193263076,-0.197233191,-0.236307824,-0.215944439,-0.243815009,-0.245903897,-0.227687133,-0.293511824,-0.188430919,-0.185961553,-0.189208527,-0.182073358,-0.238854788,-0.197055818,-0.187601443,-0.252251932,-0.176335484,-0.178630025,-0.194166162,-0.200755965,-0.211141744,-0.217812843,-0.158954601,-0.251025551,-0.23223237,-0.223013427,1
90,Proteasome subunit p27,AB003177_at,-0.109626289,0.220937324,0.119105504,-0.096043574,0.109751521,0.06104684,0.078170747,0.07828939,-0.0254322,0.134588799,-0.099419977,-0.067386003,0.014265905,0.046790007,0.182938766,0.17885343,-0.058016387,-0.070128146,0.020537983,-0.124822232,-0.039630082,0.030278672,-0.068648192,-0.022927581,0.121881049,-0.051798205,-0.090752603,-0.125425343,0.10171692,-0.045784244,0.082626984,0.02508138,0.127665498,-0.025252146,1
91,Cdc7-related kinase,AB003698_at,-0.188856195,-0.153090962,-0.174466775,-0.171145841,-0.019061381,-0.13259833,-0.11359146,-0.14461747,-0.128613938,-0.161349133,-0.205794124,-0.18377794,-0.252042421,-0.251115065,-0.191926919,-0.247193323,-0.218526581,-0.155154796,-0.096757152,-0.129783996,-0.21273335,-0.221791695,-0.200461254,-0.229071131,-0.147591722,-0.152771111,-0.166638812,-0.163664238,-0.197768252,-0.188576456,-0.158954601,-0.205610583,-0.181928043,-0.233540643,7
